Wall time,Step,Value,Column 1
1568055025.06826,393216,0.629638671875,0.629638671875
1568055147.56026,458752,0.629150390625,0.629638671875
1568055760.79261,786432,0.684326171875,0.629541015625
1568056130.93539,983040,0.695068359375,0.640498046875
1568056253.72717,1048576,0.708740234375,0.651412109375
1568056622.6731,1245184,0.7138671875,0.662877734375
1568056745.62123,1310720,0.720703125,0.673075625
1568056868.44417,1376256,0.71435546875,0.682601125
1568057362.90681,1638400,0.697021484375,0.68895199375
1568058839.0171,2424832,0.724853515625,0.690565891875
1568059331.10291,2686976,0.756103515625,0.697423416625
1568059577.24871,2818048,0.75537109375,0.709159436425
1568059823.38182,2949120,0.729736328125,0.71840176789
1568059946.43054,3014656,0.73681640625,0.720668679937
1568060192.70487,3145728,0.74169921875,0.7238982251996
1568060931.27269,3538944,0.738037109375,0.72745842390968
1568061054.31768,3604480,0.728759765625,0.729574161002744
1568061177.76233,3670016,0.76611328125,0.729411281927195
1568061301.07414,3735552,0.73876953125,0.736751681791756
1568061424.39169,3801088,0.7568359375,0.737155251683405
1568062167.72865,4194304,0.742919921875,0.741091388846724
1568062414.59347,4325376,0.730712890625,0.741457095452379
1568062658.77298,4456448,0.7412109375,0.739308254486903
1568062780.75144,4521984,0.76806640625,0.739688791089523
1568063146.65784,4718592,0.727783203125,0.745364314121618
1568063268.6075,4784128,0.72802734375,0.741848091922294
1568063390.56549,4849664,0.760986328125,0.739083942287836
1568063512.54933,4915200,0.763427734375,0.743464419455269
1568064122.47912,5242880,0.766845703125,0.747457082439215
1568064732.39692,5570560,0.739990234375,0.751334806576372
1568065098.10877,5767168,0.76220703125,0.749065892136098
1568065220.21406,5832704,0.768798828125,0.751694119958878
1568065951.84564,6225920,0.76708984375,0.755115061592103
1568066927.60411,6750208,0.746337890625,0.757510018023682
1568067293.66417,6946816,0.75390625,0.755275592543946
1568067415.66815,7012352,0.774169921875,0.755001724035157
1568068269.41154,7471104,0.763916015625,0.758835363603125
1568068635.35654,7667712,0.7705078125,0.7598514940075
1568068879.03317,7798784,0.7490234375,0.761982757706
1568069732.44668,8257536,0.775390625,0.7593908936648
1568069854.35953,8323072,0.773193359375,0.76259083993184
1568070221.32913,8519680,0.764404296875,0.764711343820472
1568070343.19373,8585216,0.774658203125,0.764649934431378
1568071196.15679,9043968,0.781005859375,0.766651588170102
1568071440.40161,9175040,0.7724609375,0.769522442411082
1568071684.32115,9306112,0.775634765625,0.770110141428866
1568071806.07681,9371648,0.781982421875,0.771215066268093
1568071928.04885,9437184,0.77587890625,0.773368537389474
1568072781.09351,9895936,0.772705078125,0.773870611161579
1568073390.62831,10223616,0.78173828125,0.773637504554263
1568073634.33197,10354688,0.773193359375,0.775257659893411
1568073756.51441,10420224,0.78125,0.774844799789729
1568074243.84423,10682368,0.794677734375,0.776125839831783
1568074853.1465,11010048,0.78515625,0.779836218740426
1568074974.91347,11075584,0.78564453125,0.780900224992341
1568075340.35112,11272192,0.78564453125,0.781849086243873
1568076071.55445,11665408,0.78173828125,0.782608175245098
1568076193.39183,11730944,0.771240234375,0.782434196446079
1568076437.10427,11862016,0.785888671875,0.780195404031863
1568076802.72475,12058624,0.781982421875,0.781334057600491
1568077046.38911,12189696,0.774169921875,0.781463730455392
1568077168.19921,12255232,0.765625,0.780004968739314
1568077411.78491,12386304,0.787841796875,0.777128974991451
1568077655.30459,12517376,0.785400390625,0.779271539368161
1568077777.50247,12582912,0.774658203125,0.780497309619529
1568078630.10208,13041664,0.77978515625,0.779329488320623
1568079605.25798,13565952,0.72119140625,0.779420621906499
1568079727.30436,13631488,0.78759765625,0.767774778775199
1568079849.43674,13697024,0.78564453125,0.771739354270159
1568080337.19341,13959168,0.795166015625,0.774520389666127
1568081556.55391,14614528,0.787109375,0.778649514857902
1568081678.5545,14680064,0.79150390625,0.780341486886322
1568081922.45655,14811136,0.773681640625,0.782573970759057
1568082409.99101,15073280,0.7861328125,0.780795504732246
1568082775.91928,15269888,0.787353515625,0.781862966285797
1568082897.92838,15335424,0.784912109375,0.782961076153638
1568083019.78633,15400960,0.7900390625,0.78335128279791
1568083385.18866,15597568,0.79150390625,0.784688838738328
1568084847.85676,16384000,0.75244140625,0.786051852240663
1568085579.5943,16777216,0.77978515625,0.77932976304253
1568085945.38995,16973824,0.791259765625,0.779420841684024
1568086188.95391,17104896,0.773193359375,0.781788626472219
1568086310.73892,17170432,0.795166015625,0.780069573052776
1568086554.35986,17301504,0.78564453125,0.783088861567221
1568087041.72442,17563648,0.80126953125,0.783599995503776
1568087529.06477,17825792,0.7529296875,0.787133902653021
1568087772.74884,17956864,0.791259765625,0.780293059622417
1568088381.96088,18284544,0.8037109375,0.782486400822934
1568089966.25736,19136512,0.779296875,0.786731308158347
1568090088.30484,19202048,0.79248046875,0.785244421526678
1568090697.85759,19529728,0.78759765625,0.786691630971342
1568090819.84993,19595264,0.796142578125,0.786872836027074
1568091307.18236,19857408,0.79541015625,0.788726784446659
1568091429.17744,19922944,0.80029296875,0.790063458807327
1568091916.60885,20185088,0.794189453125,0.792109360795862
1568092038.39668,20250624,0.794677734375,0.792525379261689
