Wall time,Step,Value,Alpha,Column 1
1568081678.55171,14680064,0.646936357021332,0.663948767127427,0.645770711884358
1568081922.45604,14811136,0.664599716663361,0.66114267346354,0.646353534452845
1568082409.99034,15073280,0.624948143959045,0.645770711884358,0.655476625558103
1568082775.91597,15269888,0.643470525741577,0.646353534452845,0.640212384758574
1568082897.92549,15335424,0.6412153840065,0.655476625558103,0.641841455250076
1568083019.78577,15400960,0.632307708263397,0.640212384758574,0.641528419628288
1568083385.18782,15597568,0.645211815834045,0.641841455250076,0.636918063945843
1568084847.85616,16384000,0.659286618232727,0.641528419628288,0.641064939889944
1568085579.59367,16777216,0.636402189731598,0.636918063945843,0.650175779061336
1568085945.38939,16973824,0.626081109046936,0.641064939889944,0.643288984396467
1568086188.95105,17104896,0.636748015880585,0.650175779061336,0.634685046721701
1568086310.73817,17170432,0.627523124217987,0.643288984396467,0.635716531301143
1568086554.35881,17301504,0.650688350200653,0.634685046721701,0.631619827759565
1568087041.72392,17563648,0.609942376613617,0.635716531301143,0.641154088980109
1568087529.06436,17825792,0.680484294891357,0.631619827759565,0.625548232796863
1568087772.7484,17956864,0.643552422523499,0.641154088980109,0.65301626384411
1568088381.96033,18284544,0.615469634532928,0.625548232796863,0.648284343183804
1568089966.25684,19136512,0.657822370529175,0.65301626384411,0.631876988858366
1568090088.30205,19202048,0.640977203845978,0.648284343183804,0.644849679693771
1568090697.85683,19529728,0.600442886352539,0.631876988858366,0.642913441769874
1568090819.84713,19595264,0.60470461845398,0.644849679693771,0.621678164061207
1568091307.17957,19857408,0.637201249599457,0.642913441769874,0.613191391257593
1568091429.17694,19922944,0.626910507678986,0.621678164061207,0.625196320428525
1568091916.60835,20185088,0.646730601787567,0.613191391257593,0.626053414053755
1568092038.39424,20250624,0.607713639736176,0.625196320428525,0.636392007920661
1568092282.20246,20381696,0.608131170272827,0.626053414053755,0.622052823828418
1568092648.02002,20578304,0.604924619197845,0.636392007920661,0.615091997050623
1568093257.96663,20905984,0.614243030548096,0.622052823828418,0.610008308124234
1568093380.24984,20971520,0.618939101696014,0.615091997050623,0.612125669336165
1568093502.28177,21037056,0.612943470478058,0.610008308124234,0.61553238551609
1568094111.73305,21364736,0.623932242393494,0.612125669336165,0.614237927997074
1568094234.21675,21430272,0.626722276210785,0.61553238551609,0.619085085195284
1568094356.16996,21495808,0.620828092098236,0.614237927997074,0.622903680703034
1568094721.87822,21692416,0.628811776638031,0.619085085195284,0.621865886400635
1568095819.07251,22282240,0.610941231250763,0.622903680703034,0.625338831519333
1568096062.97302,22413312,0.626215577125549,0.621865886400635,0.618140031385048
1568096551.45439,22675456,0.599255442619324,0.625338831519333,0.622177804255299
1568096795.06052,22806528,0.601948857307434,0.618140031385048,0.610716623437311
1568097526.44463,23199744,0.616613149642944,0.622177804255299,0.606332740372373
1568097648.6509,23265280,0.624795258045197,0.610716623437311,0.611472945007658
1568098379.90963,23658496,0.601639211177826,0.606332740372373,0.618134101526427
1568098745.4224,23855104,0.629489004611969,0.611472945007658,0.609886656352127
1568099233.12007,24117248,0.614702641963959,0.618134101526427,0.619687830482048
1568099721.06766,24379392,0.619985103607178,0.609886656352127,0.617195236223003
1568099964.62729,24510464,0.640963971614838,0.619687830482048,0.61859016991509
1568100452.15644,24772608,0.611682116985321,0.617195236223003,0.629777070764964
1568100574.01469,24838144,0.635387778282166,0.61859016991509,0.620729593875142
1568100695.89574,24903680,0.626772105693817,0.629777070764964,0.628058686078654
1568100939.72728,25034752,0.617627918720245,0.620729593875142,0.627415395886236
1568101549.26232,25362432,0.605559408664703,0.628058686078654,0.62252165730324
1568101671.23384,25427968,0.627571582794189,0.627415395886236,0.614040532983972
1568102159.81432,25690112,0.621719360351563,0.62252165730324,0.620806057889081
1568102281.71269,25755648,0.620080828666687,0.614040532983972,0.621262709120322
1568102403.47308,25821184,0.630588531494141,0.620806057889081,0.620671768893504
1568104233.81181,26804224,0.615877330303192,0.621262709120322,0.625630150193822
1568105087.01988,27262976,0.611923813819885,0.620671768893504,0.620753740248507
1568105818.9893,27656192,0.617221176624298,0.625630150193822,0.616338777034196
1568105940.95175,27721728,0.604991555213928,0.620753740248507,0.616779976829247
1568106185.00019,27852800,0.622551262378693,0.616338777034196,0.610885766021588
1568106428.60752,27983872,0.625260412693024,0.616779976829247,0.61671851420014
1568106916.13592,28246016,0.637953639030456,0.610885766021588,0.620989463446582
1568108013.52808,28835840,0.614755988121033,0.61671851420014,0.629471551238519
1568108257.16483,28966912,0.632640063762665,0.620989463446582,0.622113769679776
1568108379.01393,29032448,0.631107330322266,0.629471551238519,0.62737691672122
1568108744.68798,29229056,0.610763311386108,0.622113769679776,0.629242123521743
1568109475.97011,29622272,0.624475836753845,0.62737691672122,0.620002717453926
1568110451.24781,30146560,0.593380630016327,0.629242123521743,0.622239277103885
1568110573.02221,30212096,0.61504340171814,0.620002717453926,0.607809953560106
1568110938.69621,30408704,0.593569397926331,0.622239277103885,0.611426677639123
1568111060.6338,30474240,0.608876764774323,0.607809953560106,0.602498037782727
1568111548.11704,30736384,0.598589837551117,0.611426677639123,0.605687401278525
1568112157.37676,31064064,0.616363704204559,0.602498037782727,0.602138619414821
1568112279.28754,31129600,0.638648748397827,0.605687401278525,0.60925116180969
1568113621.15372,31850496,0.607395470142365,0.602138619414821,0.623949955103759
1568113987.45027,32047104,0.585359215736389,0.60925116180969,0.615672712623062
1568114109.34062,32112640,0.583178460597992,0.623949955103759,0.600515964179725
1568114353.27221,32243712,0.596060514450073,0.615672712623062,0.591847212388859
1568114597.05655,32374784,0.59883838891983,0.600515964179725,0.593953863419466
1568114962.80499,32571392,0.603145778179169,0.591847212388859,0.596396126169648
1568116304.30118,33292288,0.611319243907928,0.593953863419466,0.599770952174408
1568116914.20472,33619968,0.601833164691925,0.596396126169648,0.605545098041168
1568117157.81116,33751040,0.62248420715332,0.599770952174408,0.603689131366547
1568117523.34481,33947648,0.608238995075226,0.605545098041168,0.613086669259933
1568117766.94667,34078720,0.590138137340546,0.603689131366547,0.61066283216758
1568118376.12665,34406400,0.607550799846649,0.613086669259933,0.600400484754063
1568118497.93456,34471936,0.586826145648956,0.61066283216758,0.603975642300356
1568119229.3612,34865152,0.621469914913178,0.600400484754063,0.595400893974656
1568119473.0442,34996224,0.614058077335358,0.603975642300356,0.608435404443917
1568119594.92376,35061760,0.601241648197174,0.595400893974656,0.611246740889637
1568119838.61111,35192832,0.591981172561646,0.608435404443917,0.606244194543406
1568119960.36134,35258368,0.599263191223145,0.611246740889637,0.599112683552526
1568120325.81933,35454976,0.593317091464996,0.606244194543406,0.599187937387835
1568120569.41097,35586048,0.586241602897644,0.599112683552526,0.596252514426416
1568121178.67707,35913728,0.575415313243866,0.599187937387835,0.59124705866203
1568121300.57036,35979264,0.595217406749725,0.596252514426416,0.583331185952948
1568121422.53283,36044800,0.599782228469849,0.59124705866203,0.589274296351337
1568122397.34768,36569088,0.617854297161102,0.583331185952948,0.594528262410593
1568122641.03608,36700160,0.600526750087738,0.589274296351337,0.606191279785848
1568123128.38699,36962304,0.598845779895783,0.594528262410593,0.603359014936793
1568123250.25091,37027840,0.620868384838104,0.606191279785848,0.601102397416288
1568123372.06468,37093376,0.599137008190155,0.603359014936793,0.610985391127196
1568123860.27229,37355520,0.606978416442871,0.601102397416288,0.605061199658675
1568124347.50371,37617664,0.638388097286224,0.610985391127196,0.606019808050773
1568124469.32813,37683200,0.608119070529938,0.605061199658675,0.622203952668499
1568124835.06712,37879808,0.603962659835815,0.606019808050773,0.615161511599218
1568125078.91566,38010880,0.613607704639435,0.622203952668499,0.609562085717517
1568125200.75726,38076416,0.592026054859161,0.615161511599218,0.611584895178476
1568125322.60611,38141952,0.599660754203796,0.609562085717517,0.601805475018819
1568125444.43685,38207488,0.590958774089813,0.611584895178476,0.600733114611308
1568125566.20678,38273024,0.608920633792877,0.601805475018819,0.59584594435056
1568125688.03809,38338560,0.618138015270233,0.600733114611308,0.602383289071719
1568125931.75631,38469632,0.602072358131409,0.59584594435056,0.610260652170976
1568126053.6434,38535168,0.602228283882141,0.602383289071719,0.606166505151192
1568126662.80776,38862848,0.588353037834168,0.610260652170976,0.604197394516667
1568126784.63753,38928384,0.590741276741028,0.606166505151192,0.596275216175417
1568127272.25909,39190528,0.584095299243927,0.604197394516667,0.593508246458222
1568127637.70515,39387136,0.588083326816559,0.596275216175417,0.588801772851075
1568127881.48851,39518208,0.581899404525757,0.593508246458222,0.588442549833817
1568128613.06775,39911424,0.589970648288727,0.588801772851075,0.585170977179787
1568128856.82379,40042496,0.589815020561218,0.588442549833817,0.587570812734257
1568129465.99496,40370176,0.582398176193237,0.585170977179787,0.588692916647737
1568129953.27379,40632320,0.597202122211456,0.587570812734257,0.585545546420487
1568130075.07022,40697856,0.594639301300049,0.588692916647737,0.591373834315972
1568130318.85308,40828928,0.591509163379669,0.585545546420487,0.59300656780801
1568131781.03288,41615360,0.579705357551575,0.591373834315972,0.59225786559384
1568132634.67575,42074112,0.598596155643463,0.59300656780801,0.585981611572707
1568132756.51457,42139648,0.590603828430176,0.59225786559384,0.592288883608085
1568133000.4211,42270720,0.595060348510742,0.585981611572707,0.591446356019131
1568133122.19621,42336256,0.611658990383148,0.592288883608085,0.593253352264936
1568133243.96534,42401792,0.603317081928253,0.591446356019131,0.602456171324042
1568133365.82485,42467328,0.58885383605957,0.593253352264936,0.602886626626148
1568133609.71359,42598400,0.599516749382019,0.602456171324042,0.595870231342859
1568133975.517,42795008,0.584976732730866,0.602886626626148,0.597693490362439
1568134462.99667,43057152,0.589199066162109,0.595870231342859,0.591335111546652
1568134585.01324,43122688,0.595157861709595,0.597693490362439,0.590267088854381
1568135072.40778,43384832,0.583052515983582,0.591335111546652,0.592712475281988
1568135437.97651,43581440,0.614995777606964,0.590267088854381,0.587882495632785
1568135925.3571,43843584,0.576238930225372,0.592712475281988,0.601439136619874
1568136290.92904,44040192,0.593303918838501,0.587882495632785,0.588839033422623
1568136412.68181,44105728,0.57356071472168,0.601439136619874,0.591071476130562
1568136534.61406,44171264,0.595155894756317,0.588839033422623,0.582316095426121
1568136656.56892,44236800,0.598124444484711,0.591071476130562,0.588735995091219
1568136778.5167,44302336,0.617195665836334,0.582316095426121,0.593430219787965
1568137022.22373,44433408,0.596744120121002,0.588735995091219,0.60531294281215
1568137143.99084,44498944,0.613222122192383,0.593430219787965,0.601028531466576
1568137265.93714,44564480,0.581932961940765,0.60531294281215,0.607125326829479
1568137631.32833,44761088,0.599787950515747,0.601028531466576,0.594529144385122
1568137753.15871,44826624,0.592499256134033,0.607125326829479,0.597158547450435
1568137875.05527,44892160,0.600198030471802,0.594529144385122,0.594828901792234
1568138118.93618,45023232,0.601614773273468,0.597158547450435,0.597513466132018
1568138362.67006,45154304,0.609470665454865,0.594828901792234,0.599564119702743
1568138484.53276,45219840,0.596263289451599,0.597513466132018,0.604517392578804
1568139337.39541,45678592,0.584273338317871,0.599564119702743,0.600390341015201
1568139702.97495,45875200,0.607970178127289,0.604517392578804,0.592331839666536
1568139946.86847,46006272,0.590537309646606,0.600390341015201,0.600151008896913
1568140190.72969,46137344,0.585752904415131,0.592331839666536,0.595344159271759
1568140556.37483,46333952,0.568323373794556,0.600151008896913,0.590548531843445
1568140800.52978,46465024,0.593004107475281,0.595344159271759,0.579435952819
1568141044.32495,46596096,0.591315448284149,0.590548531843445,0.586220030147141
1568141533.10959,46858240,0.571973860263824,0.579435952819,0.588767739215645
1568142020.67678,47120384,0.58000659942627,0.586220030147141,0.580370799739735
1568142386.4242,47316992,0.602409064769745,0.588767739215645,0.580188699583002
1568142508.52264,47382528,0.610408663749695,0.580370799739735,0.591298882176374
1568142630.48259,47448064,0.594489693641663,0.580188699583002,0.600853772963034
1568142752.86805,47513600,0.599490642547607,0.591298882176374,0.597671733302348
1568143484.25811,47906816,0.577853083610535,0.600853772963034,0.598581187924978
1568144215.88196,48300032,0.576630473136902,0.597671733302348,0.588217135767756
1568144459.72906,48431104,0.578500747680664,0.598581187924978,0.582423804452329
1568144581.71617,48496640,0.595419228076935,0.588217135767756,0.580462276066497
1568144703.64053,48562176,0.59069150686264,0.582423804452329,0.587940752071716
1568145069.16272,48758784,0.577293515205383,0.580462276066497,0.589316129467178
1568145434.76412,48955392,0.591793715953827,0.587940752071716,0.583304822336281
1568145556.48671,49020928,0.577449679374695,0.589316129467178,0.587549269145054
1568145922.13495,49217536,0.571843564510345,0.583304822336281,0.582499474259874
1568146044.16872,49283072,0.579186677932739,0.587549269145054,0.57717151938511
1568146166.02324,49348608,0.574974000453949,0.582499474259874,0.578179098658925
1568146410.14009,49479680,0.603897631168366,0.57717151938511,0.576576549556437
1568146653.97007,49610752,0.579478144645691,0.578179098658925,0.590237090362401
1568147387.12766,50003968,0.605788350105285,0.576576549556437,0.584857617504046
1568147753.23904,50200576,0.580642938613892,0.590237090362401,0.595322983804666
1568147875.16048,50266112,0.606949329376221,0.584857617504046,0.587982961209279
1568148241.46721,50462720,0.589842438697815,0.595322983804666,0.59746614529275
1568148363.24236,50528256,0.575243055820465,0.587982961209279,0.593654291995282
1568148485.00931,50593792,0.576102137565613,0.59746614529275,0.584448673907874
1568148728.73876,50724864,0.601340353488922,0.593654291995282,0.580275405736743
1568148850.54198,50790400,0.582796275615692,0.584448673907874,0.590807879612833
1568149582.30621,51183616,0.619027316570282,0.580275405736743,0.586802077614262
1568150070.24412,51445760,0.59255838394165,0.590807879612833,0.602914697092272
1568150192.08488,51511296,0.598910331726074,0.586802077614262,0.597736540516961
1568150435.95955,51642368,0.580141186714172,0.602914697092272,0.598323436121518
1568150679.76388,51773440,0.615959644317627,0.597736540516961,0.589232311417845
1568150923.44293,51904512,0.590023934841156,0.598323436121518,0.602595977867736
1568151045.47296,51970048,0.572092175483704,0.589232311417845,0.596309956354446
1568151167.28744,52035584,0.571349620819092,0.602595977867736,0.584201065919075
1568151289.0887,52101120,0.571326494216919,0.596309956354446,0.577775343369083
1568151410.88479,52166656,0.596135437488556,0.584201065919075,0.574550918793001
1568151776.52168,52363264,0.572802662849426,0.577775343369083,0.585343178140779
1568152020.39768,52494336,0.608084440231323,0.574550918793001,0.579072920495102
1568152264.08026,52625408,0.579604685306549,0.585343178140779,0.593578680363213
1568152629.61551,52822016,0.589958786964417,0.579072920495102,0.586591682834881
1568152873.17829,52953088,0.565465569496155,0.593578680363213,0.588275234899649
1568152995.10395,53018624,0.566455364227295,0.586591682834881,0.576870402197902
1568153116.93807,53084160,0.605883896350861,0.588275234899649,0.571662883212598
1568153848.54778,53477376,0.592622876167297,0.576870402197902,0.588773389781729
1568153970.38225,53542912,0.588401317596435,0.571662883212598,0.590698132974513
1568154214.05705,53673984,0.578506946563721,0.588773389781729,0.589549725285474
1568154579.61179,53870592,0.591931045055389,0.590698132974513,0.584028335924598
1568155067.21265,54132736,0.569485604763031,0.589549725285474,0.587979690489993
1568155432.7632,54329344,0.587059855461121,0.584028335924598,0.578732647626512
1568155798.63047,54525952,0.600374221801758,0.587979690489993,0.582896251543816
1568155920.40565,54591488,0.584056198596954,0.578732647626512,0.591635236672787
1568156164.08657,54722560,0.581993043422699,0.582896251543816,0.587845717634871
1568156407.70701,54853632,0.579467177391052,0.591635236672787,0.584919380528785
1568156651.70671,54984704,0.5778768658638,0.587845717634871,0.582193278959918
1568157261.10718,55312384,0.572578489780426,0.584919380528785,0.580035072411859
1568157626.79683,55508992,0.580386459827423,0.582193278959918,0.576306781096143
1568157870.34007,55640064,0.570233762264252,0.580035072411859,0.578346620461783
1568158235.84616,55836672,0.568958640098572,0.576306781096143,0.574290191363017
1568159210.93793,56360960,0.57839173078537,0.578346620461783,0.571624415730795
1568159698.66601,56623104,0.585673093795776,0.574290191363017,0.575008073258082
1568160186.19703,56885248,0.577771365642548,0.571624415730795,0.580340583526929
1568160429.79684,57016320,0.567260265350342,0.575008073258082,0.579055974584738
1568160551.64141,57081856,0.604459404945374,0.580340583526929,0.57315811996754
1568161039.01342,57344000,0.586116015911102,0.579055974584738,0.588808762456457
1568161282.81052,57475072,0.582680583000183,0.57315811996754,0.58746238918378
1568161404.64772,57540608,0.581729769706726,0.588808762456457,0.585071486091981
1568161770.45393,57737216,0.592803180217743,0.58746238918378,0.583400627899354
1568162014.12561,57868288,0.58408111333847,0.585071486091981,0.588101904058548
1568162257.73076,57999360,0.575806260108948,0.583400627899354,0.586091508698509
1568162623.45997,58195968,0.593173325061798,0.588101904058548,0.580948884403729
1568162867.14321,58327040,0.609378159046173,0.586091508698509,0.587061104732763
1568162988.98861,58392576,0.578414142131805,0.580948884403729,0.598219631889468
1568163232.72062,58523648,0.571621417999268,0.587061104732763,0.588316887010637
1568163720.64149,58785792,0.566754281520844,0.598219631889468,0.579969152504952
1568164208.30947,59047936,0.576770424842835,0.588316887010637,0.573361717012898
1568165061.5421,59506688,0.581801652908325,0.579969152504952,0.575066070927866
1568165183.52686,59572224,0.600266754627228,0.573361717012898,0.578433861918096
1568165305.53697,59637760,0.598339140415192,0.575066070927866,0.589350308272662
1568165427.45406,59703296,0.592019379138947,0.578433861918096,0.593844724343927
1568165671.31758,59834368,0.610315322875977,0.589350308272662,0.592932051741437
1568165793.21996,59899904,0.582635760307312,0.593844724343927,0.601623687308707
1568166037.02659,60030976,0.5699183344841,0.592932051741437,0.592129723808009
1568166158.97917,60096512,0.591549456119537,0.601623687308707,0.581024029146055
1568166280.95845,60162048,0.574094891548157,0.592129723808009,0.586286742632796
1568166646.88775,60358656,0.582455933094025,0.581024029146055,0.580190817090476
1568166768.91221,60424192,0.562561631202698,0.586286742632796,0.581323375092251
1568166890.84012,60489728,0.59645140171051,0.580190817090476,0.571942503147474
1568167012.88886,60555264,0.589934468269348,0.581323375092251,0.584196952428992
1568167256.84548,60686336,0.557423174381256,0.571942503147474,0.58706571034917
1568167988.67896,61079552,0.573450088500977,0.584196952428992,0.572244442365213
1568168110.77418,61145088,0.593403697013855,0.58706571034917,0.572847265433095
1568168476.58822,61341696,0.584778487682343,0.572244442365213,0.583125481223475
1568169330.48425,61800448,0.587750256061554,0.572847265433095,0.583951984452909
1568169695.9985,61997056,0.58016961812973,0.583125481223475,0.585851120257231
1568170548.80387,62455808,0.587735652923584,0.583951984452909,0.583010369193481
1568170670.78442,62521344,0.560678660869598,0.585851120257231,0.585373011058532
1568170792.77219,62586880,0.576057255268097,0.583010369193481,0.573025835964065
1568171036.73927,62717952,0.584277987480164,0.585373011058532,0.574541545616081
1568171158.58743,62783488,0.583489298820496,0.573025835964065,0.579409766548122
1568171280.43203,62849024,0.595282971858978,0.574541545616081,0.581449532684309
1568171646.27513,63045632,0.585225999355316,0.579409766548122,0.588366252271644
1568171768.18082,63111168,0.571975648403168,0.581449532684309,0.58679612581348
1568172011.80971,63242240,0.57416182756424,0.588366252271644,0.579385887108324
1568172255.57988,63373312,0.58043384552002,0.58679612581348,0.576773857336282
1568172377.40364,63438848,0.575683891773224,0.579385887108324,0.578603851428151
1568172864.7827,63700992,0.595512628555298,0.576773857336282,0.577143871600687
1568172986.58827,63766528,0.584384143352508,0.578603851428151,0.586328250077993
1568173474.13256,64028672,0.567120254039764,0.577143871600687,0.585356196715251
1568173596.10807,64094208,0.560361266136169,0.586328250077993,0.576238225377507
1568173717.94109,64159744,0.584820151329041,0.585356196715251,0.568299745756838
1568173839.87915,64225280,0.564486920833588,0.576238225377507,0.576559948542939
1568174205.47191,64421888,0.594315052032471,0.568299745756838,0.570523434688263
1568174327.41436,64487424,0.594025850296021,0.576559948542939,0.582419243360367
1568174449.29976,64552960,0.580992698669434,0.570523434688263,0.588222546828194
1568174814.78465,64749568,0.589958012104034,0.582419243360367,0.584607622748814
1568174936.7206,64815104,0.568776369094849,0.588222546828194,0.587282817426424
1568175911.7299,65339392,0.56638514995575,0.584607622748814,0.578029593260636
1568176399.42564,65601536,0.567396700382233,0.587282817426424,0.572207371608193
1568176643.13743,65732608,0.566727042198181,0.578029593260636,0.569802035995213
1568176886.70883,65863680,0.552287995815277,0.572207371608193,0.568264539096697
1568177008.57284,65929216,0.566999733448029,0.569802035995213,0.560276267455987
1568177374.18632,66125824,0.586162984371185,0.568264539096697,0.563638000452008
1568177496.12662,66191360,0.581552505493164,0.560276267455987,0.574900492411597
1568177739.96415,66322432,0.576555788516998,0.563638000452008,0.57822649895238
1568177861.79411,66387968,0.585928320884705,0.574900492411597,0.577391143734689
1568177983.6322,66453504,0.566500425338745,0.57822649895238,0.581659732309697
1568178105.49992,66519040,0.576182365417481,0.577391143734689,0.574080078824221
1568178471.14587,66715648,0.582503020763397,0.581659732309697,0.575131222120851
1568179446.89954,67239936,0.572048664093018,0.574080078824221,0.578817121442124
1568179690.64735,67371008,0.551527321338654,0.575131222120851,0.575432892767571
1568179934.33048,67502080,0.582910716533661,0.578817121442124,0.563480107053112
1568180177.92446,67633152,0.580800473690033,0.575432892767571,0.573195411793386
1568180299.73168,67698688,0.574282586574554,0.563480107053112,0.57699794274171
1568180665.02843,67895296,0.58544111251831,0.573195411793386,0.575640264658132
1568180908.6504,68026368,0.592440366744995,0.57699794274171,0.580540688588221
1568181030.42155,68091904,0.587808847427368,0.575640264658132,0.586490527666608
1568181152.17584,68157440,0.57388561964035,0.580540688588221,0.587149687546988
1568181761.62758,68485120,0.584469199180603,0.586490527666608,0.580517653593669
1568182614.49879,68943872,0.561326026916504,0.587149687546988,0.582493426387136
1568182736.30553,69009408,0.570235133171082,0.580517653593669,0.57190972665182
1568183101.77068,69206016,0.569692432880402,0.582493426387136,0.571072429911451
1568183345.67089,69337088,0.569091856479645,0.57190972665182,0.570382431395926
1568184077.45963,69730304,0.550054609775543,0.571072429911451,0.569737143937785
1568184199.22205,69795840,0.582514762878418,0.570382431395926,0.559895876856664
1568184442.89697,69926912,0.597667753696442,0.569737143937785,0.571205319867541
1568184686.71235,70057984,0.587860703468323,0.559895876856664,0.584436536781992
1568185174.16464,70320128,0.577160239219666,0.571205319867541,0.586148620125157
1568185661.65255,70582272,0.577921271324158,0.584436536781992,0.581654429672411
1568185905.34547,70713344,0.590738296508789,0.586148620125157,0.579787850498285
1568186515.06402,71041024,0.59009200334549,0.581654429672411,0.585263073503537
1568186636.8978,71106560,0.572702884674072,0.579787850498285,0.587677538424513
1568186758.82159,71172096,0.558786869049072,0.585263073503537,0.580190211549293
1568187611.98146,71630848,0.593474984169006,0.587677538424513,0.569488540299183
1568187733.78969,71696384,0.581222891807556,0.580190211549293,0.581481762234094
1568188465.02823,72089600,0.568768262863159,0.569488540299183,0.581352327020825
1568188952.71746,72351744,0.592746257781982,0.581481762234094,0.575060294941992
1568189074.61193,72417280,0.55907016992569,0.581352327020825,0.583903276361987
