Wall time,Step,Value,Column 1
1568054763.90355,262144,0.983553767204285,0.983553767204285
1568055349.52403,573440,0.953574597835541,0.983553767204285
1568055419.18337,606208,0.964140295982361,0.968564182519913
1568055691.12196,753664,0.964248478412628,0.966352239251137
1568056059.94741,950272,0.969656944274902,0.965300358831883
1568056130.93403,983040,0.962226033210754,0.967478651553392
1568056622.67204,1245184,0.9544238448143,0.964852342382073
1568058127.51307,2048000,0.923616349697113,0.959638093598187
1568058207.29786,2097152,0.915805339813232,0.94162722164765
1568058426.73375,2211840,0.94679981470108,0.928716280730441
1568059946.4289,3014656,0.936905205249786,0.937758047715761
1568060069.56237,3080192,0.934167921543121,0.937331626482774
1568060588.55136,3358720,0.921362698078156,0.935749774012947
1568060711.70458,3424256,0.945178031921387,0.928556236045552
1568060888.01769,3522560,0.930769801139832,0.936867133983469
1568061037.6395,3604480,0.930285215377808,0.93381846756165
1568061900.39432,4063232,0.906817674636841,0.932051841469729
1568061943.6403,4079616,0.944596111774445,0.919434758053285
1568062146.61593,4194304,0.905904829502106,0.932015434913865
1568062859.76574,4571136,0.934567034244537,0.918960132207985
1568063347.60958,4833280,0.931224584579468,0.926763583226261
1568064663.15594,5537792,0.94180178642273,0.928994083902865
1568064689.48829,5554176,0.897198736667633,0.935397935162797
1568065177.12185,5816320,0.893841147422791,0.916298335915215
1568065246.55153,5849088,0.905388057231903,0.905069741669003
1568065612.44145,6045696,0.949387431144714,0.905228899450453
1568065691.43027,6094848,0.932068228721619,0.927308165297584
1568065708.11267,6094848,0.91616427898407,0.929688197009601
1568065951.83876,6225920,0.917129397392273,0.922926237996835
1568067468.27958,7045120,0.91639643907547,0.920027817694554
1568068131.01168,7405568,0.931111931800842,0.918212128385012
1568068513.4293,7602176,0.909028053283691,0.924662030092927
1568068687.96979,7700480,0.901001989841461,0.916845041688309
1568068714.24793,7716864,0.892204761505127,0.908923515764885
1568069514.82821,8142848,0.887172222137451,0.900564138635006
1568069854.35252,8323072,0.911514580249786,0.893868180386229
1568070055.86895,8437760,0.928191602230072,0.902691380318008
1568070099.45306,8454144,0.910212099552154,0.91544149127404
1568070178.36288,8503296,0.88355964422226,0.912826795413097
1568070221.32787,8519680,0.909142017364502,0.898193219817678
