Wall time,Step,Value,Column 1
1568055025.06764,393216,0.938354849815369,0.938354849815369
1568055147.55754,458752,0.966351091861725,0.938354849815369
1568055760.79192,786432,0.915618717670441,0.952352970838547
1568056130.93469,983040,0.840500175952911,0.933985844254494
1568056253.7263,1048576,0.86044842004776,0.887243010103703
1568056622.67262,1245184,0.850205004215241,0.873845715075731
1568056745.62073,1310720,0.84997022151947,0.862025359645486
1568056868.44314,1376256,0.841325640678406,0.855997790582478
1568057362.90642,1638400,0.772743284702301,0.848661715630442
1568058839.01667,2424832,0.838665544986725,0.810702500166371
1568059331.10248,2686976,0.78796523809433,0.824684022576548
1568059577.24822,2818048,0.765497803688049,0.806324630335439
1568059823.38104,2949120,0.782601773738861,0.785911217011744
1568059946.42966,3014656,0.772330164909363,0.784256495375303
1568060192.70401,3145728,0.815892279148102,0.778293330142333
1568060931.27194,3538944,0.757009983062744,0.797092804645217
1568061054.31726,3604480,0.703435957431793,0.777051393853981
1568061177.76191,3670016,0.748171627521515,0.740243675642887
1568061301.0732,3735552,0.742661237716675,0.744207651582201
1568061424.39068,3801088,0.752465009689331,0.743434444649438
1568062167.72792,4194304,0.78888338804245,0.747949727169384
1568062414.5927,4325376,0.680514276027679,0.768416557605917
1568062658.76949,4456448,0.706924855709076,0.724465416816798
1568062780.75073,4521984,0.776648938655853,0.715695136262937
1568063146.65604,4718592,0.728639185428619,0.746172037459395
1568063268.60683,4784128,0.710259556770325,0.737405611444007
1568063390.562,4849664,0.767161667346954,0.723832584107166
1568063512.54593,4915200,0.767895638942719,0.74549712572706
1568064122.47846,5242880,0.739093899726868,0.75669638233489
1568064732.396,5570560,0.673668026924133,0.747895141030879
1568065098.10809,5767168,0.696619570255279,0.710781583977506
1568065220.21338,5832704,0.719649851322174,0.703700577116392
1568065951.84223,6225920,0.737431228160858,0.711675214219283
1568066927.60328,6750208,0.668803811073303,0.724553221190071
1568067293.6607,6946816,0.660990476608276,0.696678516131687
1568067415.66455,7012352,0.70853453874588,0.678834496369981
1568068269.40805,7471104,0.755099356174469,0.693684517557931
1568068635.3531,7667712,0.664864957332611,0.7243919368662
1568068879.02958,7798784,0.6733677983284,0.694628447099406
1568069732.44602,8257536,0.688524663448334,0.683998122713903
1568069854.35603,8323072,0.70321124792099,0.686261393081118
1568070221.32857,8519680,0.658440589904785,0.694736320501054
1568070343.19291,8585216,0.685961544513702,0.67658845520292
1568071196.15584,9043968,0.688303112983704,0.681274999858311
1568071440.401,9175040,0.672839999198914,0.684789056421007
1568071684.32056,9306112,0.69112366437912,0.678814527809961
1568071806.07592,9371648,0.692448019981384,0.68496909609454
1568071928.04569,9437184,0.650677919387817,0.688708558037962
1568072781.09281,9895936,0.651943206787109,0.66969323871289
1568073390.62469,10223616,0.722403943538666,0.660818222749999
1568073634.33116,10354688,0.686129689216614,0.691611083144333
1568073756.51374,10420224,0.687502562999725,0.688870386180474
1568074243.84144,10682368,0.677200436592102,0.688186474590099
1568074853.14582,11010048,0.678315341472626,0.682693455591101
1568074974.91239,11075584,0.686773359775543,0.680504398531863
1568075340.3505,11272192,0.662027299404144,0.683638879153703
1568076071.5538,11665408,0.664875268936157,0.672833089278924
1568076193.39113,11730944,0.633460164070129,0.66885417910754
1568076437.10352,11862016,0.641813039779663,0.651157171588835
1568076802.7242,12058624,0.679106652736664,0.646485105684249
1568077046.38566,12189696,0.685356020927429,0.662795879210456
1568077168.1985,12255232,0.674895942211151,0.674075950068943
1568077411.7837,12386304,0.679308116436005,0.674485946140047
1568077655.30395,12517376,0.680825412273407,0.676897031288026
