Wall time,Step,Value,Column 1
1568055025.06814,393216,0.26806640625,0.26806640625
1568055147.55933,458752,0.29052734375,0.26806640625
1568055760.79239,786432,0.366455078125,0.274087429046631
1568056130.93524,983040,0.373779296875,0.29884809278883
1568056253.72704,1048576,0.3896484375,0.318934631384195
1568056622.67294,1245184,0.398681640625,0.337890627261918
1568056745.62108,1310720,0.403076171875,0.354186655746455
1568056868.44384,1376256,0.3994140625,0.367292292638336
1568057362.9067,1638400,0.39990234375,0.375903060047542
1568058839.01699,2424832,0.42919921875,0.382336461782234
1568059331.10278,2686976,0.438232421875,0.39489879262955
1568059577.24854,2818048,0.44482421875,0.406515082891148
1568059823.38159,2949120,0.44482421875,0.416784475267373
1568059946.43009,3014656,0.450927734375,0.424300988534933
1568060192.70462,3145728,0.451171875,0.431438724602412
1568060931.27239,3538944,0.451416015625,0.436728519313484
1568061054.31756,3604480,0.452880859375,0.440665743666522
1568061177.76222,3670016,0.468017578125,0.443940205836422
1568061301.07373,3735552,0.461669921875,0.450394540497764
1568061424.39135,3801088,0.46728515625,0.453417091462658
1568062167.72849,4194304,0.4736328125,0.457134653751843
1568062414.59328,4325376,0.473876953125,0.461557255877203
1568062658.77198,4456448,0.477294921875,0.464859752844508
1568062780.75124,4521984,0.4677734375,0.468193203917623
1568063146.65737,4718592,0.474365234375,0.468080678642587
1568063268.60734,4784128,0.4755859375,0.469765356912653
1568063390.56447,4849664,0.4755859375,0.471325659032991
1568063512.54837,4915200,0.475341796875,0.472467696571267
1568064122.47895,5242880,0.47705078125,0.47323814631089
1568064732.39667,5570560,0.478515625,0.474260185657361
1568065098.10854,5767168,0.478515625,0.475400925988957
1568065220.21387,5832704,0.48193359375,0.476235872159398
1568065951.84463,6225920,0.488525390625,0.477763239910003
1568066927.60388,6750208,0.498291015625,0.480648210975693
1568067293.66323,6946816,0.48828125,0.485377654214204
1568067415.66719,7012352,0.48486328125,0.486156010701705
1568068269.41061,7471104,0.4892578125,0.485809473363333
1568068635.35558,7667712,0.49462890625,0.48673385724323
1568068879.03225,7798784,0.49365234375,0.488850254657643
1568069732.4465,8257536,0.501953125,0.490137533423123
1568069854.35856,8323072,0.504638671875,0.493304896594854
1568070221.32897,8519680,0.5009765625,0.496343101003448
1568070343.19353,8585216,0.49267578125,0.497585176375326
1568071196.15662,9043968,0.5087890625,0.496269132467219
1568071440.40144,9175040,0.519287109375,0.499625305117608
1568071684.32098,9306112,0.50537109375,0.504895974325278
1568071806.07656,9371648,0.51611328125,0.505023337882003
1568071928.04787,9437184,0.509765625,0.507996179146178
1568072781.09333,9895936,0.503662109375,0.508470508137266
1568073390.62729,10223616,0.5126953125,0.507181537961248
1568073634.33177,10354688,0.515869140625,0.508659595686724
1568073756.51423,10420224,0.50390625,0.510592232489026
1568074243.84352,10682368,0.517822265625,0.508799945190942
1568074853.14632,11010048,0.5107421875,0.511218526205736
1568074974.91318,11075584,0.50439453125,0.511090835800732
1568075340.35099,11272192,0.509033203125,0.509295781504661
1568076071.55428,11665408,0.516357421875,0.509225393062067
1568076193.39157,11730944,0.5107421875,0.511137250395221
1568076437.10406,11862016,0.5087890625,0.511031347304656
1568076802.72462,12058624,0.5107421875,0.510430266075283
1568077046.38817,12189696,0.51123046875,0.510513881730639
1568077168.19901,12255232,0.507568359375,0.510705974637685
1568077411.78441,12386304,0.513427734375,0.509864885390022
1568077655.30442,12517376,0.511962890625,0.510819965513436
1568077777.50229,12582912,0.5166015625,0.511126345340706
1568078630.1019,13041664,0.523681640625,0.512594067128036
1568079605.25696,13565952,0.5087890625,0.5155662731094
1568079727.30337,13631488,0.520751953125,0.513749530616939
1568079849.43578,13697024,0.51416015625,0.515626644853719
1568080337.19324,13959168,0.51513671875,0.515233528523913
1568081556.55369,14614528,0.517822265625,0.515207577075731
1568081678.55353,14680064,0.5234375,0.515908487238596
1568081922.45638,14811136,0.523193359375,0.517926762632156
