Wall time,Step,Value,Column 1
1568055025.06682,393216,0.3564453125,0.3564453125
1568055147.55396,458752,0.348388671875,0.3564453125
1568055760.79084,786432,0.401611328125,0.3564453125
1568056130.93388,983040,0.41650390625,0.3564453125
1568056253.72541,1048576,0.427001953125,0.3564453125
1568056622.67192,1245184,0.4306640625,0.3564453125
1568056745.61993,1310720,0.4365234375,0.3564453125
1568056868.44183,1376256,0.435791015625,0.3564453125
1568057362.90566,1638400,0.437255859375,0.3564453125
1568058839.01571,2424832,0.45654296875,0.3564453125
1568059331.1018,2686976,0.464599609375,0.3564453125
1568059577.24752,2818048,0.475341796875,0.394996404647827
1568059823.37995,2949120,0.454345703125,0.423635143088177
1568059946.42877,3014656,0.47216796875,0.434581778257552
1568060192.70259,3145728,0.47607421875,0.447979199673317
1568060931.2711,3538944,0.4814453125,0.457993537527799
1568061054.31611,3604480,0.4765625,0.466352812786445
1568061177.76094,3670016,0.4892578125,0.469992007935808
1568061301.07187,3735552,0.487060546875,0.476859213664255
1568061424.38941,3801088,0.4892578125,0.480495431068476
1568062167.72662,4194304,0.49267578125,0.48361874085608
1568062414.59141,4325376,0.495361328125,0.486847080449616
1568062658.76458,4456448,0.49169921875,0.48988194412297
1568062780.74974,4521984,0.494873046875,0.4905297031453
1568063146.65411,4718592,0.48828125,0.492077867658328
1568063268.60583,4784128,0.48583984375,0.490724581090662
1568063390.55733,4849664,0.5068359375,0.488983439362789
1568063512.54123,4915200,0.493408203125,0.495346878640213
1568064122.4774,5242880,0.486572265625,0.494655846840357
1568064732.39453,5570560,0.497314453125,0.49177449220793
1568065098.10718,5767168,0.5,0.493749185308253
1568065220.21239,5832704,0.49609375,0.495977258904432
1568065951.83765,6225920,0.50732421875,0.496018781609395
1568066927.60206,6750208,0.507080078125,0.500048551683927
1568067293.65613,6946816,0.504150390625,0.502554906323567
1568067415.65986,7012352,0.5078125,0.50312360922398
1568068269.40344,7471104,0.507568359375,0.504794942361917
1568068635.34832,7667712,0.51123046875,0.505783513855838
1568068879.02489,7798784,0.51416015625,0.507725055395261
1568069732.44509,8257536,0.5166015625,0.510018816930397
1568069854.35138,8323072,0.508056640625,0.512365205732062
1568070221.32762,8519680,0.513916015625,0.510829437896049
1568070343.19163,8585216,0.509033203125,0.5119296340592
1568071196.15462,9043968,0.51025390625,0.510897214829725
1568071440.40005,9175040,0.51123046875,0.510667910501991
1568071684.31959,9306112,0.518798828125,0.510868431752502
1568071806.07442,9371648,0.520751953125,0.513695184365746
1568071928.04107,9437184,0.52001953125,0.516210536511378
1568072781.09088,9895936,0.517822265625,0.517568234831297
1568073390.61996,10223616,0.515625,0.517658782916943
1568073634.3301,10354688,0.531005859375,0.516933850529556
1568073756.51267,10420224,0.5234375,0.521949752119973
1568074243.83716,10682368,0.5126953125,0.52248005287799
1568074853.14457,11010048,0.5224609375,0.518992328036226
1568074974.9106,11075584,0.518310546875,0.520228697620482
1568075340.34946,11272192,0.522705078125,0.519544981778586
1568076071.55274,11665408,0.52197265625,0.520671383308314
